Position,Ball_Control,Dribbling,Marking,Sliding_Tackle,Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Vision,Composure,Crossing,Short_Pass,Long_Pass,Acceleration,Speed,RESISTENCIA,FORCA,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,Freekick_Accuracy,Penalties,Volleys,GK_Positioning,GK_Diving,GK_Kicking,GK_Handling,GK_Reflexes
MEIO,73,68,39,59,62,72,66,70,62,69,73,62,74,71,69,66,70,74,64,67,70,48,75,71,70,64,71,76,66,14,13,11,14,12
ATACANTE,70,59,11,13,18,52,68,75,20,55,70,40,60,50,68,61,72,84,58,72,81,72,70,73,62,62,32,74,62,9,8,9,11,12
ZAGUEIRO,60,56,70,70,74,84,68,36,74,50,66,38,60,60,62,62,68,74,65,62,58,64,66,40,36,48,60,40,26,8,9,14,6,15
ZAGUEIRO,67,66,69,71,70,66,68,45,68,57,70,69,60,63,85,79,80,78,73,70,75,38,70,51,59,61,46,34,25,15,12,11,9,6
ZAGUEIRO,69,66,70,71,71,66,70,57,68,56,64,71,67,65,75,75,72,61,84,80,66,44,56,46,23,65,63,42,41,6,14,7,9,12
MEIO,74,73,40,48,45,55,66,71,45,67,64,69,66,57,84,80,68,63,84,85,74,52,74,64,67,70,68,67,59,15,14,9,13,10
ZAGUEIRO,46,25,73,71,73,80,59,20,66,17,34,21,59,64,55,50,69,80,61,46,81,73,26,24,20,22,25,48,13,8,6,12,16,12
ZAGUEIRO,51,42,69,71,74,73,65,51,79,47,67,55,60,53,44,39,54,74,53,58,76,70,59,20,25,49,24,61,26,7,16,13,10,13
GK,26,12,11,17,11,42,65,9,19,51,51,14,36,34,39,42,43,68,53,61,71,18,28,13,13,18,17,13,10,72,72,65,72,70
ATACANTE,66,65,20,19,24,81,72,73,29,63,63,56,62,46,66,69,74,82,57,62,76,74,75,70,57,70,52,65,64,9,6,11,6,7
ZAGUEIRO,48,43,71,70,72,70,62,22,67,30,53,30,54,53,68,69,53,78,52,68,87,67,66,21,14,59,22,65,15,6,4,11,10,12
MEIO,71,73,24,30,27,59,68,65,26,65,69,72,67,53,86,92,61,40,74,90,64,53,65,65,63,65,45,62,63,14,6,16,12,12
MEIO,69,65,67,65,70,70,73,66,73,70,70,48,72,66,63,65,81,81,56,67,82,80,79,71,77,67,70,52,60,14,7,8,12,11
MEIO,72,61,69,62,67,80,73,67,72,71,76,68,72,67,54,55,80,82,47,50,56,73,79,64,73,59,61,67,55,8,12,8,16,6
MEIO,72,68,60,66,67,81,65,59,64,68,70,62,74,72,69,72,76,84,67,65,74,64,84,63,75,36,56,57,64,12,13,14,14,6
ZAGUEIRO,46,42,72,72,73,74,68,20,73,38,68,28,48,52,54,54,68,78,52,54,70,73,25,18,18,20,15,18,16,7,11,9,10,5
MEIO,68,68,41,42,44,62,68,72,46,70,74,62,67,58,77,82,91,70,63,67,47,47,80,70,66,57,64,62,65,7,15,15,7,16
ZAGUEIRO,64,48,72,67,72,74,62,43,70,54,58,63,65,61,60,68,56,77,49,53,63,72,72,37,33,38,57,50,35,6,16,11,15,12
MEIO,71,74,19,43,40,70,67,65,28,64,68,67,65,57,92,87,69,70,71,93,57,60,83,65,76,63,68,64,67,16,8,13,9,11
MEIO,68,72,29,31,36,72,61,62,46,63,71,66,66,67,88,85,76,42,81,82,68,59,61,71,68,57,60,65,59,7,7,10,9,11
ZAGUEIRO,60,36,65,68,71,71,62,26,73,45,61,31,54,51,52,55,76,83,33,46,70,75,53,36,27,21,57,45,38,9,16,13,10,14
ZAGUEIRO,61,62,72,66,73,89,72,56,70,55,69,69,62,59,78,78,84,67,70,71,83,57,65,26,55,54,42,40,36,14,11,14,8,13
MEIO,66,60,70,68,70,82,69,61,82,57,81,60,65,65,68,63,73,69,70,67,82,45,63,51,55,61,56,64,59,8,8,12,10,16
ATACANTE,68,68,23,40,32,56,70,76,20,47,77,43,55,36,59,62,65,72,53,61,67,74,72,75,66,67,55,69,68,12,10,16,15,12
MEIO,69,73,63,66,69,76,65,52,70,66,60,60,74,71,58,56,88,74,62,77,82,55,73,62,69,54,56,63,51,7,14,12,11,12
ZAGUEIRO,67,66,67,69,70,78,68,65,66,64,65,68,69,66,69,75,92,72,63,65,66,66,68,54,57,65,60,61,58,8,9,13,13,10
MEIO,71,71,68,70,70,74,72,29,73,67,67,56,69,68,74,68,74,59,78,78,80,58,42,40,39,62,50,46,44,16,16,14,15,7
ATACANTE,75,76,30,19,27,57,69,69,25,70,77,62,69,68,70,71,70,70,77,78,67,64,71,71,72,70,72,78,66,10,15,10,7,9
ZAGUEIRO,68,58,72,76,73,60,57,62,73,46,65,60,65,63,66,70,67,77,62,72,62,69,75,56,66,51,61,57,61,14,11,8,9,12
ATACANTE,68,70,35,19,38,72,67,71,40,64,65,56,61,38,72,75,72,82,56,74,70,70,81,66,69,69,70,60,68,8,14,9,13,16
MEIO,70,72,66,67,68,75,67,67,62,68,70,63,74,71,74,75,76,72,69,70,74,60,74,64,72,67,48,59,70,14,14,8,12,10
MEIO,71,65,60,60,60,68,66,61,72,72,66,67,74,70,68,70,79,71,66,73,58,50,75,50,69,70,68,58,47,16,11,6,14,16
ZAGUEIRO,65,63,74,74,73,80,67,61,67,64,67,75,63,60,72,66,73,71,65,72,80,64,70,56,70,34,48,56,49,11,6,16,10,11
ATACANTE,72,71,17,18,22,64,70,71,49,71,67,76,65,65,70,70,72,76,66,71,68,63,75,70,74,72,74,65,70,15,13,13,14,13
MEIO,71,71,58,59,58,42,64,67,38,72,66,67,75,68,69,67,54,48,85,72,80,52,73,65,71,72,67,64,69,15,15,12,6,14
MEIO,66,58,64,59,71,73,73,57,76,72,74,61,72,69,59,49,70,80,61,59,62,68,80,49,59,56,65,49,57,8,12,6,15,10
ATACANTE,66,65,30,34,33,64,71,73,33,59,58,59,61,56,72,74,85,75,68,63,72,65,76,74,67,64,66,67,67,12,15,12,10,14
ZAGUEIRO,51,49,65,66,71,85,56,33,69,51,51,35,55,53,49,38,53,90,32,33,69,76,52,26,54,34,38,48,37,9,7,14,9,16
GK,31,21,18,22,24,61,47,13,29,71,58,42,25,12,52,53,59,75,37,41,69,20,14,12,14,24,21,21,14,71,73,69,74,73
ZAGUEIRO,69,66,72,70,73,68,62,53,67,60,67,77,70,70,59,53,70,80,44,60,54,73,79,42,73,81,73,59,60,11,12,13,10,7
ZAGUEIRO,54,60,65,76,67,88,64,35,80,56,61,58,56,69,69,70,68,67,66,61,81,71,72,32,43,34,32,44,32,13,11,14,11,15
ATACANTE,67,70,13,24,33,67,70,71,28,60,69,62,63,49,65,69,60,80,46,59,70,68,76,70,69,47,52,58,69,7,11,12,9,6
ZAGUEIRO,68,68,62,70,68,72,70,62,65,55,74,73,66,66,79,77,79,76,60,70,68,60,72,48,65,65,54,50,42,14,6,8,12,7
MEIO,66,58,65,66,75,75,66,47,73,65,69,54,71,64,49,54,83,80,60,51,71,61,64,53,59,56,52,50,51,9,8,6,16,10
MEIO,76,74,50,54,61,46,70,69,53,75,56,69,74,73,66,65,48,59,78,67,61,65,87,67,79,79,75,73,68,14,10,14,12,12
ZAGUEIRO,59,55,69,70,67,76,65,28,75,46,50,39,69,64,51,53,73,70,65,60,73,75,47,30,43,33,41,32,15,10,6,16,10,14
GK,16,13,12,15,14,35,61,12,19,44,32,12,30,24,44,47,28,69,42,48,72,16,18,18,12,12,14,12,15,64,78,69,63,80
MEIO,75,71,39,43,44,51,71,69,41,71,71,73,69,67,73,72,62,59,70,72,67,59,75,61,72,78,77,75,73,14,8,16,13,9
MEIO,70,69,67,68,67,76,68,39,71,64,66,64,70,71,53,55,81,73,70,55,63,64,62,42,53,73,45,51,44,6,11,14,11,6
ZAGUEIRO,76,78,60,72,72,78,68,68,64,70,72,72,72,70,68,78,76,78,68,69,68,68,75,50,67,72,68,56,59,3,3,5,3,5
ZAGUEIRO,52,36,73,72,72,65,55,29,72,29,62,45,57,57,34,50,58,89,55,34,77,69,68,20,32,31,35,46,18,5,5,6,11,10
MEIO,74,66,38,44,65,57,70,81,63,75,60,60,64,59,64,62,74,58,64,80,58,54,75,62,76,74,71,71,61,13,10,8,15,13
MEIO,75,77,25,28,28,62,69,65,59,68,68,65,70,67,72,74,53,65,74,77,55,60,69,63,63,73,56,57,60,9,6,6,16,13
ZAGUEIRO,61,60,66,70,70,71,67,48,70,56,61,58,65,57,66,69,68,77,67,70,84,67,61,29,50,45,47,30,38,11,10,6,14,8
ATACANTE,71,67,42,24,27,61,67,71,33,60,64,51,58,49,66,76,69,79,66,59,81,79,72,68,60,53,52,76,60,10,12,6,9,16
ZAGUEIRO,53,37,76,70,72,78,68,33,72,31,71,40,50,53,58,64,62,77,56,56,82,62,47,28,34,40,37,34,34,15,10,15,16,9
ZAGUEIRO,49,36,72,79,74,67,68,35,73,34,52,32,50,46,73,83,62,74,65,70,81,55,51,35,30,33,28,37,32,14,11,14,15,9
MEIO,71,79,22,31,39,55,65,63,46,63,73,68,62,56,83,83,81,33,90,92,61,43,59,63,59,63,58,52,61,10,9,14,10,8
ZAGUEIRO,71,68,66,61,74,72,67,63,67,65,66,80,69,75,80,81,71,76,72,61,54,54,82,48,65,71,77,67,56,7,12,13,9,12
MEIO,72,74,19,27,38,56,72,63,37,72,65,68,72,65,83,76,67,54,90,90,74,49,60,53,59,72,69,52,65,14,15,8,16,10
ATACANTE,72,73,31,35,34,57,75,75,37,74,73,68,72,67,65,65,61,65,66,72,73,68,71,67,68,73,53,58,72,18,32,41,26,22
MEIO,72,72,31,22,30,70,68,67,34,70,71,71,68,59,76,72,74,55,80,79,66,39,71,63,68,72,69,43,66,14,12,9,7,15
ZAGUEIRO,50,42,66,67,77,76,54,25,67,34,60,29,56,51,51,59,61,91,39,46,67,72,66,22,29,36,29,17,42,6,13,9,11,16
ZAGUEIRO,73,72,63,69,73,68,68,65,69,72,74,77,75,76,68,69,77,74,69,69,66,59,77,49,75,72,71,68,48,9,14,9,16,7
ZAGUEIRO,63,60,68,65,72,85,65,57,66,47,64,53,58,63,55,55,73,86,48,56,77,64,86,39,59,42,70,64,49,14,6,13,10,9
ZAGUEIRO,65,59,70,69,70,67,72,63,67,57,46,62,64,62,78,77,92,63,70,73,71,60,48,45,43,61,23,47,56,16,12,16,8,9
MEIO,79,76,63,55,60,58,65,60,71,74,79,62,72,70,77,71,74,44,76,80,58,39,65,47,59,72,67,64,60,1,1,1,1,1
ATACANTE,75,72,12,16,18,53,69,69,25,59,69,60,65,50,86,91,77,72,70,81,84,60,61,69,64,66,60,70,68,8,13,9,14,10
MEIO,70,70,60,76,76,82,68,68,74,67,70,66,66,69,74,67,79,68,68,72,67,67,73,55,78,66,64,56,66,4,4,4,4,4
ZAGUEIRO,58,44,74,73,73,70,67,24,73,38,69,37,58,56,53,54,59,77,39,51,63,69,50,26,31,34,30,37,35,7,9,8,13,10
MEIO,65,64,64,65,75,83,62,56,72,68,68,61,69,68,68,53,76,90,41,33,70,74,71,34,63,56,43,55,48,13,6,8,8,13
ZAGUEIRO,51,50,74,71,74,69,63,31,71,44,64,48,64,54,51,53,63,81,48,57,67,68,64,34,53,47,41,55,46,6,9,12,12,16
ZAGUEIRO,70,67,71,67,71,67,70,44,66,59,66,72,66,67,77,78,70,73,65,65,76,63,72,26,57,69,74,57,62,6,7,16,7,6
ZAGUEIRO,63,55,65,71,69,71,69,51,70,56,74,53,63,62,66,72,78,83,62,57,66,70,69,37,34,48,58,49,43,14,8,16,9,13
ZAGUEIRO,54,54,66,69,72,75,60,24,73,38,64,27,57,53,65,68,76,85,39,35,58,74,47,27,15,34,16,19,16,12,7,16,6,8
ZAGUEIRO,68,67,70,72,71,74,69,66,69,66,73,67,67,64,74,73,71,62,75,75,78,62,75,54,71,69,67,59,67,6,13,11,12,15
ZAGUEIRO,61,41,70,71,74,58,63,39,77,54,81,50,64,66,65,60,71,73,60,61,68,71,72,34,46,56,38,36,41,15,9,8,11,16
ZAGUEIRO,61,48,71,67,70,76,62,36,68,42,64,55,58,60,55,68,70,81,61,48,90,71,86,46,57,72,76,59,35,8,10,6,14,13
MEIO,68,60,66,68,70,72,69,60,74,68,71,72,71,72,66,56,74,67,74,71,75,65,74,49,69,71,65,58,59,7,13,15,16,14
ZAGUEIRO,67,55,70,69,72,70,67,35,70,52,59,45,63,65,73,75,71,75,62,71,81,68,65,27,22,32,25,41,40,12,15,9,14,11
ATACANTE,69,61,20,21,36,82,74,77,41,59,68,45,62,42,64,63,67,58,68,65,78,71,70,75,67,57,42,59,60,15,7,11,13,15
ZAGUEIRO,56,48,73,69,72,77,63,38,77,39,66,53,67,66,53,54,61,67,63,51,78,68,52,40,47,44,46,44,54,13,15,9,15,8
MEIO,68,70,20,33,34,47,67,70,29,64,66,69,69,63,77,78,78,65,73,77,80,55,74,64,68,62,62,65,60,11,15,16,12,15
ZAGUEIRO,63,58,66,71,68,58,64,56,72,52,61,63,62,49,82,86,88,72,71,82,72,54,63,33,51,62,53,46,40,11,14,8,14,8
MEIO,73,73,58,46,58,59,59,68,48,76,80,69,75,74,54,49,61,62,74,59,64,46,76,67,73,68,80,82,65,8,16,7,9,7
MEIO,68,59,52,61,70,78,67,59,69,68,54,64,76,77,59,60,76,70,71,74,70,59,60,53,64,76,74,57,43,14,12,13,12,12
ZAGUEIRO,62,65,73,75,76,74,66,58,69,31,74,65,64,60,72,73,78,81,80,72,65,55,66,30,58,59,24,36,50,8,15,12,14,8
MEIO,69,69,17,25,32,47,67,64,30,69,70,76,68,72,77,78,68,56,76,77,71,37,70,65,72,80,70,63,58,12,7,13,11,13
ZAGUEIRO,66,58,73,69,72,68,71,52,66,61,64,62,66,64,69,68,79,81,48,59,64,68,65,50,44,31,37,59,38,9,13,7,12,10
ATACANTE,75,75,18,23,24,47,70,67,21,65,70,66,71,59,80,73,68,41,86,85,63,35,58,64,64,71,62,71,68,11,9,16,11,12
GK,21,12,11,17,17,35,75,14,23,48,47,13,31,33,44,40,31,65,57,52,77,11,21,13,16,11,13,17,16,67,70,70,67,73
ATACANTE,68,65,15,16,17,80,69,69,45,41,66,68,76,66,69,53,32,75,74,71,89,72,76,72,65,62,66,79,59,16,15,12,13,7
MEIO,72,67,66,64,70,58,67,69,64,72,70,67,75,70,72,69,82,58,77,64,70,59,53,65,43,63,27,59,52,11,12,8,12,12
ATACANTE,69,71,32,28,35,68,69,72,22,61,67,64,63,41,80,76,71,61,79,76,72,68,70,73,62,43,58,68,66,9,11,9,15,16
ZAGUEIRO,61,53,70,69,68,77,62,25,71,59,67,51,65,66,65,66,90,76,59,64,74,69,68,40,69,68,70,57,38,8,7,13,15,12
ZAGUEIRO,71,45,69,71,71,68,65,53,77,62,62,61,70,69,60,63,63,71,61,65,74,63,37,29,43,28,34,46,44,6,14,13,16,11
ATACANTE,68,73,63,60,66,50,69,72,63,67,60,67,69,60,88,89,79,70,85,92,80,50,77,60,51,50,36,55,46,16,9,6,15,13
ZAGUEIRO,70,69,70,78,73,77,60,68,68,52,64,73,71,67,68,67,76,65,65,68,63,59,55,39,62,57,44,52,48,16,11,6,10,14
ZAGUEIRO,68,65,73,73,69,78,71,62,72,61,66,61,67,63,77,75,74,59,84,79,74,63,66,39,59,53,47,54,52,11,14,7,16,12
ATACANTE,73,63,46,20,34,64,74,78,49,64,77,54,64,53,54,55,53,87,38,48,55,73,71,69,57,63,54,70,74,6,16,14,10,11
ZAGUEIRO,52,35,70,66,72,70,69,12,68,21,66,26,59,55,55,56,71,91,50,47,84,68,51,16,30,12,11,12,22,13,14,6,5,6
ZAGUEIRO,70,64,68,67,68,68,67,69,68,62,67,70,70,67,74,76,80,71,62,68,64,61,64,48,55,70,51,51,41,10,7,10,7,11
ZAGUEIRO,60,31,72,71,72,61,71,34,74,46,72,40,60,64,60,62,80,80,47,40,71,66,45,31,40,30,23,36,16,6,8,14,11,13
MEIO,75,72,63,68,65,67,71,66,73,72,70,69,78,76,75,73,63,59,70,74,46,34,68,62,70,73,47,43,47,12,10,14,16,7
ATACANTE,67,67,33,35,31,80,73,67,14,64,68,55,65,42,69,66,68,79,68,58,75,75,75,68,64,54,72,75,74,11,11,8,6,15
ATACANTE,72,71,21,44,34,55,67,71,34,68,61,58,70,67,69,68,69,69,67,74,81,64,71,71,69,75,74,81,67,12,8,7,12,6
MEIO,79,67,25,22,30,54,59,65,58,80,58,72,74,65,54,59,77,67,79,81,58,39,79,57,78,75,80,78,58,14,15,14,12,6
ATACANTE,66,72,40,23,39,58,72,76,24,69,70,72,69,59,73,78,68,68,59,68,75,63,74,68,67,67,49,70,65,14,12,13,14,14
ZAGUEIRO,63,59,67,69,70,67,62,36,67,56,68,53,60,60,67,68,70,90,57,61,73,69,65,33,61,32,35,35,54,7,7,12,16,14
ZAGUEIRO,64,54,69,67,67,66,70,39,69,49,64,58,69,72,68,67,75,75,69,64,78,75,50,36,38,42,37,42,38,15,13,15,12,7
GK,24,11,12,10,11,44,69,13,22,48,65,9,24,32,41,34,39,77,35,38,66,12,16,10,19,14,13,13,13,70,68,71,67,73
MEIO,73,58,65,63,68,65,75,69,66,72,77,75,77,73,48,28,60,71,42,49,55,59,79,59,65,81,69,69,44,14,11,9,14,12
GK,22,16,19,14,13,19,69,17,18,15,34,14,21,20,46,35,35,80,33,30,53,15,12,17,17,17,13,21,19,67,69,61,77,68
GK,13,12,13,12,14,33,81,15,25,15,29,13,11,12,36,48,39,53,55,50,46,14,13,11,14,13,12,12,13,67,67,67,69,72
MEIO,73,59,68,65,68,73,66,64,65,72,71,72,74,70,66,65,71,71,70,64,73,58,75,62,70,59,68,77,55,6,16,6,8,8
MEIO,73,71,51,52,58,66,72,70,66,69,76,74,76,75,67,62,60,75,69,65,58,48,80,52,71,80,76,68,68,6,5,15,11,8
ATACANTE,66,65,29,34,45,83,69,73,46,53,67,55,61,44,79,81,66,75,53,77,83,70,70,71,65,57,48,70,66,16,16,11,10,8
MEIO,71,73,25,29,30,54,68,67,28,73,66,73,66,65,77,71,73,47,78,75,74,37,66,63,70,70,71,76,64,7,10,11,6,12
MEIO,75,76,58,55,60,56,68,69,59,74,78,67,74,70,74,68,62,62,60,65,52,58,70,66,63,71,65,69,67,15,8,6,12,14
MEIO,72,65,23,45,60,53,63,65,49,76,66,78,76,77,60,66,74,66,61,75,60,52,79,62,74,73,75,68,63,9,8,7,8,6
ATACANTE,68,67,27,34,39,59,72,71,32,72,71,59,61,53,72,75,87,71,67,67,71,67,71,74,60,70,59,72,65,13,13,13,9,15
ATACANTE,65,62,36,37,30,66,75,78,45,63,78,61,64,56,48,51,49,80,61,63,78,81,71,74,62,65,62,68,66,12,13,15,7,6
ZAGUEIRO,62,54,75,69,68,71,59,53,65,58,56,53,68,74,68,73,74,78,52,65,82,75,52,49,32,31,32,53,31,6,13,12,9,15
MEIO,75,64,51,56,63,51,72,64,54,74,76,79,74,74,55,55,67,55,77,78,58,58,74,65,73,79,81,82,77,13,16,7,6,8
MEIO,71,64,60,62,68,78,70,60,70,68,70,64,74,72,68,68,79,64,72,66,68,60,73,48,72,42,65,51,59,11,15,11,9,8
ATACANTE,72,64,30,28,36,77,70,75,34,73,81,64,74,63,54,59,52,82,75,68,80,76,76,66,64,65,63,69,72,7,6,8,14,11
ZAGUEIRO,51,41,70,72,71,75,61,45,67,36,58,51,63,54,44,54,61,84,39,30,73,75,66,40,49,38,50,53,42,12,7,7,16,10
ZAGUEIRO,68,64,70,70,71,70,68,56,74,67,73,74,70,63,64,63,66,75,55,69,73,71,57,43,60,66,52,59,59,7,9,9,12,14
MEIO,67,58,66,65,70,80,71,65,69,66,72,58,68,67,65,66,85,75,62,59,81,67,70,48,66,46,57,60,59,10,7,6,6,16
ZAGUEIRO,64,58,71,69,71,62,71,58,72,53,52,72,53,48,75,76,75,70,70,73,71,72,42,33,56,42,36,44,59,13,9,12,14,10
MEIO,72,67,74,62,71,74,72,49,57,69,64,65,71,75,64,71,78,71,66,65,61,57,67,55,64,45,65,53,58,16,8,7,14,8
GK,24,21,17,15,20,31,76,15,25,50,68,14,32,34,46,45,40,63,56,46,71,12,18,15,15,14,12,21,15,67,72,66,68,73
ATACANTE,67,65,19,16,31,74,72,73,27,67,70,56,61,47,76,80,83,85,61,61,68,65,68,73,56,41,29,64,63,10,14,16,15,7
GK,15,19,13,13,15,36,61,12,28,27,60,20,15,22,42,44,37,78,48,58,58,23,23,22,10,15,19,24,22,78,66,62,71,70
GK,20,20,15,12,14,29,64,11,20,36,55,14,35,23,44,34,34,66,42,68,74,15,19,18,15,13,25,21,15,68,73,59,71,74
MEIO,71,69,72,70,71,64,68,52,71,74,71,71,73,73,55,55,64,53,78,74,60,53,73,61,71,60,69,67,65,11,13,6,16,14
MEIO,70,66,67,60,61,67,70,70,70,71,74,55,71,68,71,70,89,54,90,83,71,56,72,65,68,67,63,61,60,12,14,11,13,10
ZAGUEIRO,55,39,72,70,72,75,62,31,66,55,63,41,64,60,35,40,60,92,31,42,40,75,64,28,28,34,40,42,28,7,13,8,14,12
ZAGUEIRO,71,68,67,64,65,75,70,72,75,69,77,69,73,72,53,57,82,73,64,64,72,71,74,62,67,54,44,75,68,15,6,14,9,10
MEIO,68,65,53,61,62,63,78,79,67,70,62,67,69,66,64,68,89,70,59,70,83,80,63,69,53,60,53,55,60,14,14,7,13,14
GK,21,14,13,15,14,39,68,15,25,22,51,14,23,33,45,49,38,69,38,45,63,15,21,13,14,15,14,16,11,70,72,67,69,71
ZAGUEIRO,56,43,69,68,71,73,63,16,68,50,67,57,63,68,33,34,68,90,34,32,63,73,55,37,46,42,51,48,34,6,8,15,16,15
ZAGUEIRO,51,49,73,69,71,69,73,46,69,42,60,45,63,61,64,60,75,74,66,46,79,76,63,33,49,48,47,38,53,14,9,15,11,12
ZAGUEIRO,61,42,73,72,74,73,68,32,62,39,62,45,60,41,61,52,61,74,55,63,77,68,62,22,30,32,40,50,39,14,10,10,8,16
MEIO,69,65,71,70,71,76,67,69,67,71,71,66,71,76,67,68,73,68,72,68,76,52,70,63,70,70,68,68,56,11,8,12,9,13
MEIO,80,80,38,41,41,80,68,60,42,66,62,74,68,57,77,79,45,55,89,81,73,51,69,61,65,72,59,66,56,10,6,11,16,14
ZAGUEIRO,50,54,66,70,72,80,53,52,70,56,45,64,58,60,71,69,82,83,64,76,84,66,63,46,52,39,27,35,61,14,9,6,16,9
ATACANTE,76,73,28,38,34,54,63,65,55,72,70,75,75,68,72,71,62,60,69,72,70,57,72,66,74,74,70,64,73,13,10,10,8,10
MEIO,61,58,67,65,71,77,59,65,73,67,64,58,69,70,66,64,83,78,61,59,71,69,59,57,56,61,60,65,54,11,12,15,12,16
MEIO,73,71,37,38,49,74,72,64,58,76,74,65,71,75,82,76,74,36,85,78,81,42,73,65,70,75,70,34,64,12,6,13,16,16
MEIO,73,70,49,53,48,58,74,70,59,79,74,74,78,74,55,61,47,62,68,65,55,52,72,56,69,75,60,72,57,15,16,10,10,8
MEIO,74,73,25,37,29,60,64,65,45,76,69,68,74,77,59,53,31,57,73,62,69,59,74,63,73,74,75,74,68,12,12,11,6,16
ZAGUEIRO,59,35,72,71,73,72,67,31,69,42,64,51,61,61,46,32,68,77,32,31,71,76,52,33,24,40,43,49,35,8,10,7,12,10
ZAGUEIRO,67,69,70,76,71,71,62,60,70,56,64,61,63,53,75,76,80,60,71,70,71,60,69,50,42,65,35,44,54,9,14,15,10,9
GK,23,10,16,18,14,12,66,10,15,32,21,10,34,12,33,43,29,59,36,44,59,13,22,10,12,10,11,18,19,74,71,73,69,69
ZAGUEIRO,66,62,70,69,72,72,69,57,71,62,72,64,71,69,68,66,70,72,70,75,84,66,68,50,55,56,48,63,53,6,6,10,11,14
ATACANTE,70,64,17,23,33,66,70,69,22,53,71,51,59,39,76,76,68,80,62,72,88,70,74,71,56,52,26,75,66,12,15,7,6,11
GK,17,14,11,11,11,40,73,13,22,29,56,16,36,25,41,55,41,64,53,60,74,16,22,18,12,13,11,13,18,72,74,69,58,74
ZAGUEIRO,68,59,73,70,71,68,66,39,75,61,71,76,71,72,51,51,80,62,62,60,68,69,73,39,70,64,72,78,29,15,8,14,11,15
MEIO,70,72,38,39,43,86,68,68,42,68,63,70,70,66,76,74,66,66,81,76,75,36,70,65,68,68,62,55,65,7,14,13,11,16
GK,15,14,14,13,11,38,75,14,23,45,47,14,31,39,50,46,33,72,45,32,74,20,20,20,9,16,12,9,12,66,72,70,67,74
ATACANTE,68,66,21,34,26,83,73,72,55,62,75,49,63,55,62,69,80,75,72,70,69,68,80,69,73,62,63,73,75,6,7,8,12,6
MEIO,71,69,38,39,43,75,75,72,46,69,75,64,72,60,75,68,73,76,61,68,72,73,69,73,70,66,61,71,67,10,14,11,10,6
ATACANTE,71,61,21,32,33,53,69,73,13,64,75,66,72,65,44,53,68,76,50,65,61,75,75,71,75,71,73,77,73,16,16,8,12,6
MEIO,72,62,62,59,73,80,70,67,70,72,81,58,77,67,49,32,63,77,55,60,65,71,80,59,64,58,59,54,47,13,12,16,11,8
GK,20,15,11,12,13,36,67,14,22,40,26,12,31,32,47,53,42,70,52,64,75,12,31,14,32,11,48,25,11,68,77,69,69,70
ATACANTE,69,67,26,31,20,51,65,70,34,59,71,60,60,51,77,76,60,74,68,84,84,65,80,67,63,49,43,67,77,8,12,15,16,8
ZAGUEIRO,59,59,67,75,80,58,64,59,69,59,74,80,67,75,68,70,59,71,70,69,70,66,62,49,59,71,80,49,56,16,9,11,13,9
ZAGUEIRO,66,66,66,65,63,72,70,63,70,65,63,70,66,65,73,74,74,45,75,75,71,65,60,35,51,69,60,58,41,14,8,8,6,10
MEIO,76,77,72,59,65,55,75,67,68,69,84,71,75,70,58,63,39,75,49,53,61,63,80,63,71,67,68,71,58,10,6,16,9,10
ZAGUEIRO,63,46,70,69,70,80,65,23,68,51,67,53,62,57,67,69,67,80,57,62,76,69,70,48,60,39,49,47,47,15,16,12,12,12
MEIO,75,73,59,58,55,64,68,64,64,74,67,72,74,73,66,54,69,68,67,64,70,49,68,59,69,70,73,63,62,9,7,15,10,7
MEIO,72,70,69,67,69,78,67,64,70,69,65,67,74,72,69,54,56,66,69,68,55,65,62,56,57,55,61,60,52,9,12,13,15,16
MEIO,70,55,65,64,70,73,69,61,71,67,73,60,72,71,50,55,74,80,47,53,54,68,74,55,73,62,59,58,56,8,16,8,13,6
GK,32,11,18,13,14,16,69,16,17,45,33,12,36,38,52,41,29,64,42,45,70,12,40,13,16,11,15,17,11,72,70,65,71,71
MEIO,70,68,41,45,46,76,69,66,58,68,72,74,67,66,76,78,78,31,90,83,59,36,73,60,67,72,74,61,54,10,15,11,7,9
GK,23,12,11,11,12,26,72,12,12,40,50,19,26,27,60,57,41,66,69,69,85,24,24,14,18,12,20,23,13,73,70,65,64,74
MEIO,72,75,15,25,40,55,69,68,44,67,66,67,66,65,77,72,81,57,81,82,69,47,68,64,63,58,56,62,62,7,11,8,12,15
MEIO,68,62,69,69,70,81,69,60,69,61,73,70,70,68,52,49,66,80,70,56,75,67,72,45,69,54,62,62,50,10,15,7,15,7
ZAGUEIRO,67,70,69,76,77,68,70,44,75,51,61,54,68,66,66,67,81,71,68,69,72,61,59,53,60,58,59,57,45,12,6,14,11,15
ZAGUEIRO,71,69,66,71,69,70,68,66,69,54,68,75,65,69,76,76,78,67,81,66,76,57,77,39,69,68,67,57,50,7,12,11,11,12
MEIO,69,67,56,69,74,86,71,60,70,65,69,59,74,70,33,34,52,78,54,46,54,76,83,47,68,48,59,74,56,16,11,13,10,13
ZAGUEIRO,46,37,73,52,76,80,63,38,71,49,65,38,63,58,32,34,52,89,35,33,54,77,57,26,24,27,23,25,22,15,13,11,8,10
